X (m),Y (m),"Color (R,G,B)",Ruta .pgm
-0.34999999999999964,4.450000000000003,"[138, 51, 172]",../output_files/restricted_maps/casa3_area_1.pgm
-3.5999999999999996,4.700000000000003,"[48, 173, 49]",../output_files/restricted_maps/casa3_area_2.pgm
-2.1500000000000004,0.9500000000000011,"[154, 226, 173]",../output_files/restricted_maps/casa3_area_3.pgm
